Country,City
Hungary,Sopron Gysev
Hungary,Sopronkovesd
Hungary,Sored
Hungary,Sormas
Hungary,Soskut
Hungary,Sukoro
Hungary,Sukosd
Hungary,Sumeg
Hungary,Sutto
Hungary,Szabadbattyan
Hungary,Szabadegyhaza
Hungary,Szabadszallas
Hungary,Szabolcs
Hungary,Szada
Hungary,Szajol
Hungary,Szakadat
Hungary,Szakmar
Hungary,Szalanta
Hungary,Szalkszentmarton
Hungary,Szamosszeg
Hungary,Szank
Hungary,Szany
Hungary,Szarcsas
Hungary,Szarfold
Hungary,Szarvas
Hungary,Szaszberek
Hungary,Szatta
Hungary,Szatymaz
Hungary,Szava
Hungary,Szazhalombatta
Hungary,Szecseny
Hungary,Szederkeny
Hungary,Szeged
Hungary,Szeghalom
Hungary,Szegvar
Hungary,Szekesfehervar
Hungary,Szekszard
Hungary,Szemere
Hungary,Szendro
Hungary,Szenna
Hungary,Szentantalfa
Hungary,Szentendre
Hungary,Szentes
Hungary,Szentgotthard
Hungary,Szentlorinc
Hungary,Szentlorinckata
Hungary,Szentmartonkata
Hungary,Szerencs
Hungary,Szigetcsep
Hungary,Szigethalom
Hungary,Szigetszentmiklos
Hungary,Szigetvar
Hungary,Szikszo
Hungary,Szil
Hungary,Szob
Hungary,Szodliget
Hungary,Szolnok
Hungary,Szombathely
Hungary,Szomolya
Hungary,Szomor
Hungary,Szorgalmatos
Hungary,Szugy
Hungary,Tab
Hungary,Tabdi
Hungary,Tac
Hungary,Tahitotfalu
Hungary,Takacsi
Hungary,Taksony
Hungary,Tallya
Hungary,Tamasi
Hungary,Tapioszecso
Hungary,Tapioszele
Hungary,Tapolca
Hungary,Tapszentmiklos
Hungary,Tarany
Hungary,Tarcal
Hungary,Tardona
Hungary,Tarjan
Hungary,Tarnabod
Hungary,Tarnaszadany
Hungary,Tarnok
Hungary,Tarpa
Hungary,Tass
Hungary,Tata
Hungary,Tatabanya
Hungary,Teglas
Hungary,Telekgerendas
Hungary,Tenk
Hungary,Tenyo
Hungary,Tepe
Hungary,Terpes
Hungary,Teskand
Hungary,Tet
Hungary,Timar
Hungary,Tiszabezded
Hungary,Tiszafoldvar
Hungary,Tiszafured
Hungary,Tiszakecske
Hungary,Tiszalok
Hungary,Tiszapuspoki
Hungary,Tiszaszentmarton
Hungary,Tiszaujvaros
Hungary,Tiszavasvari
Hungary,Tofalu
Hungary,Tok
Hungary,Tokaj
Hungary,Tokod
Hungary,Tokodaltaro
Hungary,Tokol
Hungary,Tokol
Hungary,Tolcsva
Hungary,Tolna
Hungary,Toltestava
Hungary,Tompa
Hungary,Tornanadaska
Hungary,Tornyosnemeti
Hungary,Tornyospalca
Hungary,Torokbalint
Hungary,Torokszentmiklos
Hungary,Torony
Hungary,Tortel
Hungary,Toszeg
Hungary,Totvazsony
Hungary,Tura
Hungary,Turje
Hungary,Turkeve
Hungary,Tuzser
Hungary,Tyukod
Hungary,Udvar
Hungary,Ujfeherto
Hungary,Ujhartyan
Hungary,Ujlengyel
Hungary,Ujpest
Hungary,Ujronafo
Hungary,Ujszasz
Hungary,Ujszentivan
Hungary,Ujszilvas
Hungary,Ulles
Hungary,Ullo
Hungary,Uraiujfalu
Hungary,Urom
Hungary,Vac
Hungary,Vaja
Hungary,Vamosszabadi
Hungary,Varosfold
Hungary,Varpalota
Hungary,Vasad
Hungary,Vasarosnameny
Hungary,Vaskeresztes
Hungary,Vasszecseny
Hungary,Vasvar
Hungary,Vecses
Hungary,Velence
Hungary,Vep
Hungary,Veresegyhaz
Hungary,Verocemaros
Hungary,Verpelet
Hungary,Vertestolna
Hungary,Veszprem
Hungary,Villany
Hungary,Visegrad
Hungary,Visonta
Hungary,Viszak
Hungary,Zahony
Hungary,Zala
Hungary,Zalaber
Hungary,Zalacsany
Hungary,Zalaegerszeg
Hungary,Zalahalap
Hungary,Zalakomar
Hungary,Zalalovo
Hungary,Zalaszentgrot
Hungary,Zanka
Hungary,Zichyujfalu
Hungary,Zirc
Hungary,Zlate Klasy
Hungary,Zsambek
Hungary,Zsira
Hungary,Zsombo
Indonesia,Adang Bay
Indonesia,Aekgodang
Indonesia,Akeselaka
Indonesia,Alor Island
Indonesia,Amahai
Indonesia,"Amamapare, Ij"
Indonesia,"Ambon, Molucas"
Indonesia,Ampana
Indonesia,"Ampenan, Bali"
Indonesia,Amurang
Indonesia,Ancol
Indonesia,Angar
Indonesia,Anggi
Indonesia,Anggrek
Indonesia,Angke
Indonesia,Anoa Natuna Pt
Indonesia,Anyer Kidul
Indonesia,Apalapsili
Indonesia,Api Api
Indonesia,Arjasa
Indonesia,"Arjuna, Java"
Indonesia,Aroe Bay
Indonesia,Arso
Indonesia,Arun
Indonesia,Asam Asam
Indonesia,Asike
Indonesia,Atambua
Indonesia,Ayawasi
Indonesia,Badau
Indonesia,Bade
Indonesia,Bagendang
Indonesia,Bahudopi
Indonesia,Bajawa
Indonesia,Balikpapan
Indonesia,Balohan
Indonesia,Balongan Terminal
Indonesia,Banaina
Indonesia,Banda Aceh
Indonesia,Bandanaira
Indonesia,Bandar Lampung
Indonesia,Bandengan
Indonesia,"Bandung, Java"
Indonesia,Banggai
Indonesia,Bangkalan
Indonesia,Banjaran
Indonesia,Banjarbaru
Indonesia,Banjarmasin
Indonesia,Banjarnegara
Indonesia,"Banjuwangi, Java"
Indonesia,Banten
Indonesia,Bantul
Indonesia,Bantul
Indonesia,Banyumas
Indonesia,Banyuwangi
Indonesia,Baralaja
Indonesia,Batam (ex Batu Besar)
Indonesia,Batam Island
Indonesia,Batang
Indonesia,Batu
Indonesia,Batu Ampar
Indonesia,Batu Kilat
Indonesia,Batuampar
Indonesia,Batubantar
Indonesia,Batulicin
Indonesia,"Baubau, Butung"
Indonesia,Bayah
Indonesia,Bayah
Indonesia,Bekapai Terminal
Indonesia,Bekasi
Indonesia,Bekasi Timur
Indonesia,Belanak Terminal
Indonesia,"Belawan, Sumatra"
Indonesia,Belida Terminal
Indonesia,Beliling
Indonesia,Belitung
Indonesia,Bener Meriah
Indonesia,Benete
Indonesia,"Bengkalis, St"
Indonesia,Bengkayang
Indonesia,"Bengkulu, Sumatra"
Indonesia,Benoa
Indonesia,Benowo
Indonesia,Berau
Indonesia,Betro
Indonesia,"Biak, Irian Jaya"
Indonesia,"Bima Terminal, Jv"
Indonesia,"Bima, Sb"
Indonesia,Binjai
Indonesia,Bintuni
Indonesia,Biringkassi
Indonesia,"Bitung, Sulawesi"
Indonesia,"Blang Lancang, St"
Indonesia,"Blinju, Banka"
Indonesia,Blitar
Indonesia,Blora
Indonesia,Bogor
Indonesia,Bojonegoro
Indonesia,Bokondini
Indonesia,Bolaang
Indonesia,Bondowoso
Indonesia,Bonggala
Indonesia,"Bontang, Kl"
Indonesia,Boyolali
Indonesia,Brebes
Indonesia,Brumbung
Indonesia,Buatan
Indonesia,Buduran
Indonesia,Bukittinggi
Indonesia,Bula
Indonesia,"Buleleng, Bali"
Indonesia,Bunati
Indonesia,Buntok
Indonesia,Bunyu
Indonesia,Buol
Indonesia,Cakung
Indonesia,Calang
Indonesia,Candi
Indonesia,Cape Sago
Indonesia,Cawang
Indonesia,Ceger
Indonesia,"Celukan Bawang, Bl"
Indonesia,Cengkareng
Indonesia,Cepu
Indonesia,Cereweh
Indonesia,Ciamis
Indonesia,Cianjur
Indonesia,Ciawi
Indonesia,Cibadak
Indonesia,Cibinong
Indonesia,Cibitung
Indonesia,Cibubur
Indonesia,Cicadas
Indonesia,Cigading
Indonesia,Ciganjur
Indonesia,Cijantung
Indonesia,Cikampek
Indonesia,Cikande
Indonesia,Cikarang
Indonesia,Cikupa
Indonesia,Cilacap (Tjilatjap)
Indonesia,Cilandak
Indonesia,Cilegon
Indonesia,Cileungsi
Indonesia,Cilincing
Indonesia,Ciluar
Indonesia,Cimahi
Indonesia,Cimanggis
Indonesia,Cimanggu
Indonesia,Cinere
Indonesia,Cinta
Indonesia,Cipinang
Indonesia,Ciputat
Indonesia,Ciracas
Indonesia,Cirebon (Tjeribon)
Indonesia,Ciruas
Indonesia,Cisalak
Indonesia,Citangkil
Indonesia,Citeureup
Indonesia,Ciwandan
Indonesia,Colomadu
Indonesia,Curug
Indonesia,Curug
Indonesia,"Dabo, Singkep Isl"
Indonesia,Daruba
Indonesia,Datadawai
Indonesia,Demak
Indonesia,Demta
Indonesia,"Denpasar, Bali"
Indonesia,Depok
Indonesia,Desa Bambe
Indonesia,Desa Greges
Indonesia,Diviematra
Indonesia,Djankar
Indonesia,Dobo
Indonesia,Donggi
Indonesia,Driyorejo
Indonesia,"Dumai, Sumatra"
Indonesia,Duri
Indonesia,Duri
Indonesia,Durian
Indonesia,Elat
Indonesia,Enarotali
Indonesia,"Ende, Flores"
Indonesia,Entikong
Indonesia,Ewer
Indonesia,Exspan
Indonesia,"Fak Fak, Irian Jaya"
Indonesia,Gag Island
Indonesia,Gagak Rimang Fso
Indonesia,"Galela, Halmahera"
Indonesia,Gambir
Indonesia,Garut
Indonesia,Gatot Subroto Permai
Indonesia,Gebe
Indonesia,Gedangan
Indonesia,Gee Island
Indonesia,Gianyar
Indonesia,"Gilimanuk, Bali"
Indonesia,Gombong
Indonesia,"Gorontalo, Sulawesi"
Indonesia,"Gresik, Java"
Indonesia,Grobogan
Indonesia,Gunung Kidul
Indonesia,"Gunung Sitoli, St"
Indonesia,Gunungkidul
Indonesia,Gunungputri
Indonesia,Gunungsari
Indonesia,Halim Perdanakusuma Airport
Indonesia,Handil
Indonesia,Illaga
Indonesia,Inanwatan
Indonesia,Inderalaya
Indonesia,Indonesia Bulk Terminal
Indonesia,Jababeka
Indonesia,Jabung Terminal
Indonesia,Jagakarsa
Indonesia,Jakarta Pusat
Indonesia,Jakarta Utara
Indonesia,Jakarta UTC1
Indonesia,Jakarta UTC3
Indonesia,"Jakarta, Java"
Indonesia,"Jambi, Sumatra"
Indonesia,Jatibarang
Indonesia,Jatiluhur
Indonesia,Jatinegara
Indonesia,Jatitujuh
Indonesia,Jawa Timur
Indonesia,"Jayapura, Irian Jaya"
Indonesia,Jembatan
Indonesia,Jember
Indonesia,Jembrana
Indonesia,Jepara
Indonesia,Jogja Inland Port
Indonesia,Jombang
Indonesia,Jonggol
Indonesia,Jorong Anchorage
Indonesia,Juanda
Indonesia,Kabil
Indonesia,Kahayan Bay
Indonesia,Kahyangan
Indonesia,"Kaimana, Irian Jaya"
Indonesia,Kajang
Indonesia,Kakap Natuna Terminal
Indonesia,Kalabahi
Indonesia,Kalbut Situbondo
Indonesia,Kalianak Barat
Indonesia,Kalianget
Indonesia,Kaliorang
Indonesia,"Kambunong, Celebes"
Indonesia,Kampung Laut
Indonesia,Kapas
Indonesia,Kapuk
Indonesia,Karanganyar
Indonesia,Karangjati (Kodya Salatiga)
Indonesia,Karawaci
Indonesia,Karawang
Indonesia,Karet
Indonesia,Kariangau
Indonesia,Karimun Besar Offshore
Indonesia,"Karosa, Sulawesi"
Indonesia,Karubaga
Indonesia,"Kasim, Ij"
Indonesia,Kassue
Indonesia,Kau
Indonesia,Kebar
Indonesia,Kebumen
Indonesia,Kediri
Indonesia,Kedoya
Indonesia,Kedunghalang
Indonesia,Keisah
Indonesia,Kelapa
Indonesia,Kelapagading
Indonesia,Kelila
Indonesia,Keluang
Indonesia,Kemayoran
Indonesia,Kembangan
Indonesia,"Kempo, Sb"
Indonesia,Kendal
Indonesia,"Kendari, Sulawesi"
Indonesia,Kendawangan
Indonesia,Kenjeran
Indonesia,Kepi
Indonesia,Keragilan
Indonesia,Kerawang
Indonesia,Kerinci
Indonesia,Kerobokan
Indonesia,Kertapati
Indonesia,"Ketapang, Kl"
Indonesia,"Kidjang, Bintan"
Indonesia,Kijang
Indonesia,Kimam
Indonesia,Kisaran
Indonesia,Klari
Indonesia,Klaten
Indonesia,Kletek
Indonesia,Koja
Indonesia,Kokas
Indonesia,Kokonao
Indonesia,Kolaka
Indonesia,Kolonodale
Indonesia,Komodo
Indonesia,Kon
Indonesia,Kotabangun
Indonesia,Kotabaru
Indonesia,"Kotapinang, Baru"
Indonesia,Kotatengah
Indonesia,Kragilan
Indonesia,Kramatjati
Indonesia,Krapyak
Indonesia,Krueng Geukueh
Indonesia,Kuala Enok
Indonesia,"Kuala Kapuas, Kl"
Indonesia,Kuala Namu Intl Apt/Medan
Indonesia,Kualalangsa
Indonesia,Kualamandah
Indonesia,Kualatanjung
Indonesia,Kualatungkal
Indonesia,Kudus
Indonesia,Kulonprogo
Indonesia,Kumai
Indonesia,"Kunak, Borneo"
Indonesia,Kuningan
Indonesia,"Kupang, Timor"
Indonesia,Kuta
Indonesia,Labuan
Indonesia,Labuan Bajo
Indonesia,Labuanbajo
Indonesia,"Labuha, Molucas"
Indonesia,Labuhan
Indonesia,Lahat
Indonesia,"Lalang Terminal, St"
Indonesia,Lamongan
Indonesia,Langgur
Indonesia,Langsa Venture FPSO
Indonesia,"Langsa, Sumatra"
Indonesia,Lapangan
Indonesia,Larantuka
Indonesia,Larat
Indonesia,Lawang
Indonesia,"Lawe-Lawe, Kl"
Indonesia,Lemah Abang
Indonesia,Lembang
Indonesia,Lembar
Indonesia,Lereh
Indonesia,Leuwiliang
Indonesia,Lewoleba
Indonesia,Lhok Sukon
Indonesia,Lhoknga
Indonesia,Lhokseumawe
Indonesia,Lifamatola
Indonesia,Limo
Indonesia,Limusnunggal
Indonesia,Lobam
Indonesia,Loki
Indonesia,Loli
Indonesia,Lombok
Indonesia,Lombok Strait
Indonesia,Long Apung
Indonesia,Long Bawan
Indonesia,Lubuk Tutung
Indonesia,Lumajang
Indonesia,Lunyuk
Indonesia,Luwuk
Indonesia,Madiun
Indonesia,Madura Terminal
Indonesia,Magelang
Indonesia,Magetan
Indonesia,Majalengka
Indonesia,"Majene, Sv"
Indonesia,Makassar
Indonesia,Malahayati
Indonesia,Malang
Indonesia,Maliana
Indonesia,"Malili, Sulawesi"
Indonesia,Mamuju
Indonesia,Manado
Indonesia,Manggadua
Indonesia,Manggar
Indonesia,Manggis
Indonesia,Mangkajang
Indonesia,Mangole
Indonesia,Mangunjaya
Indonesia,"Manokwari, Irian Jaya"
Indonesia,"Mantang, Riau"
Indonesia,Manyar
Indonesia,Mapia Island
Indonesia,Marabahan
Indonesia,Margomulyo
Indonesia,Masalembo
Indonesia,Masamba
Indonesia,Matak
Indonesia,Mataram
Indonesia,Mauk
Indonesia,"Maumere, Flores"
Indonesia,"Medan, Sumatra"
Indonesia,Melonguanne
Indonesia,Menteng
Indonesia,"Merak, Java"
Indonesia,"Merantibunting, Sumatra"
Indonesia,"Merauke, Irian Jaya"
Indonesia,Merdey
Indonesia,"Meulaboh, Sumatra"
Indonesia,Mindiptana
Indonesia,Misool Terminal
Indonesia,Moanamani
Indonesia,Mojokerto
Indonesia,Mojosari
Indonesia,Mornopo
Indonesia,Morotai I
Indonesia,Morowali
Indonesia,Muara Bangkong
Indonesia,Muara Berau
Indonesia,Muara Djawa
Indonesia,Muara Pantai
Indonesia,Muara Pegah
Indonesia,Muara Sabak
Indonesia,Muara Siberut
Indonesia,Muara Teweh
Indonesia,Muarabungo
Indonesia,Muko-Muko
Indonesia,Mulia
Indonesia,"Muntok, Banka"
Indonesia,"Musi River, Sumatra"
Indonesia,Muting
Indonesia,Muturi
Indonesia,Nabire
Indonesia,Nagrak
Indonesia,Naha
Indonesia,Namlea
Indonesia,Namrole
Indonesia,Nanga Badau
Indonesia,Nangapinoh
Indonesia,Narogong
Indonesia,Natuna Ranai
Indonesia,Negara
Indonesia,New Priok Port
Indonesia,Nganjuk
Indonesia,Ngawi
Indonesia,Nipah
Indonesia,North Pulau Laut
Indonesia,Numfoor
Indonesia,Nunukan
Indonesia,Nyamplungan
Indonesia,Obano
Indonesia,Obi Island
Indonesia,"Okaba, Irian Jaya"
Indonesia,Oksibil
Indonesia,Olah Jasa Andal/Jakarta
Indonesia,Olee Lheue
Indonesia,Oransbari
Indonesia,Oyong
Indonesia,Pabuaran
Indonesia,Paciran
Indonesia,Pacitan
Indonesia,Padalarang
Indonesia,Padang
Indonesia,"Pagatan, Kalimantan"
Indonesia,Pagerungan
Indonesia,Pagimana
Indonesia,Paiton
Indonesia,Palang
Indonesia,Palangkaraya
Indonesia,"Palapo, Sulawesi"
Indonesia,"Palembang, Sumatra"
Indonesia,Palibelo
Indonesia,Palmerah
Indonesia,Palu
Indonesia,"Pamanukan, Java"
Indonesia,Pamekasan
Indonesia,Panakukang
Indonesia,"Panarukan, Java"
Indonesia,Pandjung Mani
Indonesia,Pangandaran
Indonesia,"Pangkal Balam, Banka"
Indonesia,"Pangkalan Brandan, Sumatra"
Indonesia,"Pangkalan Susu, Sumatra"
Indonesia,Pangkalanbuun
Indonesia,"Pangkalpinang, Banka"
Indonesia,Panjang
Indonesia,"Panjang (Lampung, Sumatra)"
Indonesia,"Pantoloan, Sv"
Indonesia,Pare Pare
Indonesia,Parung
Indonesia,Parungkuda
Indonesia,Pasar Kemis
Indonesia,Pasar Rebo
Indonesia,Pasarminggu
Indonesia,Pasarrebo
Indonesia,Pasir Pangarayan
Indonesia,Pasir Panjang
Indonesia,"Pasuruan, Java"
Indonesia,Pati
Indonesia,Pejagalan
Indonesia,"Pekalongan, Java"
Indonesia,"Pekanbaru, Sumatra"
Indonesia,Pelabuhan Badas
Indonesia,Pelabuhan Futong Terminal
Indonesia,Pelawan
Indonesia,Pemalang
Indonesia,"Pemangkat, Kl"
Indonesia,Pematangsiantar
Indonesia,Penajam
Indonesia,Pendopo
Indonesia,Penjaringan
Indonesia,Penuba
Indonesia,Perawang
Indonesia,Perawang
Indonesia,Perbaungan
Indonesia,Petamburan
Indonesia,Piru
Indonesia,"Plaju, Sumatra"
Indonesia,Plered
Indonesia,Plumpang
Indonesia,Podomoro
Indonesia,Poleng
Indonesia,Pomako
Indonesia,"Pomalaa, Sulawesi"
Indonesia,Pomposa
Indonesia,Pondok Cabe
Indonesia,Ponorogo
Indonesia,"Pontianak, Kalimantan"
Indonesia,Porsea
Indonesia,Port Meneng
Indonesia,Port Okha
Indonesia,Port Segoro Fajar Satryo/Jakarta
Indonesia,"Poso, Sulawesi"
Indonesia,Poto Tano
Indonesia,"Probolinggo, Java"
Indonesia,"Prointal, Jv"
Indonesia,Pulangpisau
Indonesia,Pulau Bunyu
Indonesia,Pulau Laut
Indonesia,Pulau Nias
Indonesia,Pulau Panjang
Indonesia,"Pulau Sambu, Riau"
Indonesia,Pulo Gadung
Indonesia,Purbalingga
Indonesia,Purwakarta
Indonesia,Purwokerto
Indonesia,Purworejo
Indonesia,Purwosari
Indonesia,Putussibau
Indonesia,Raha
Indonesia,Rajawali
Indonesia,Ranai
Indonesia,Rancaekek
Indonesia,Rangkasbitung
Indonesia,Ransiki
Indonesia,Rembang
Indonesia,Rengasdengklok
Indonesia,"Rengat, Sumatra"
Indonesia,Reo
Indonesia,Riau
Indonesia,Rokot
Indonesia,Roti
Indonesia,Rungkut
Indonesia,"Ruteng, Flores"
Indonesia,"Sabang, Sumatra"
Indonesia,Sadang
Indonesia,"Sadau, Borneo"
Indonesia,Salatiga
Indonesia,Salawati Terminal
Indonesia,Salemba
Indonesia,"Samarinda, Kalimantan"
Indonesia,"Sambas, Kalimantan"
Indonesia,Sampang
Indonesia,"Sampit, Kalimantan"
Indonesia,Sanana
Indonesia,"Sanang, Celebes"
Indonesia,Sanggata
Indonesia,Sanggau
Indonesia,Sangir
Indonesia,"Sangkulirang, Kalimantan"
Indonesia,"Santan Terminal, Kl"
Indonesia,Sanur
Indonesia,Sape
Indonesia,Sarmi
Indonesia,Sasayap
Indonesia,Satui
Indonesia,Saumlaki
Indonesia,Sawahlunto
Indonesia,Sawu
Indonesia,"Sebangan Bay, Kalimantan"
Indonesia,Sebuku Island
Indonesia,Sekupang
Indonesia,"Selat Pandjang, Sumatra"
Indonesia,"Semangka Bay, St"
Indonesia,Semarang
Indonesia,Semper
Indonesia,Senayan
Indonesia,Senggeh
Indonesia,Senggo
Indonesia,Senipah
Indonesia,Senipah Terminal
Indonesia,Sentul
Indonesia,Sepanjang Terminal
Indonesia,Serang
Indonesia,Serdang
Indonesia,Serpong
Indonesia,"Serui, Irian Jaya"
Indonesia,Setagin
Indonesia,Setiabudi
Indonesia,Siak Sri Indrapura
Indonesia,"Siak Yechil, Riau"
Indonesia,Siantar
Indonesia,Sibisa
Indonesia,"Sibolga, Sumatra"
Indonesia,Sidangoli
Indonesia,Sidikalang
Indonesia,Sidoarjo
Indonesia,Sinabang
Indonesia,Sinak
Indonesia,"Singkawang, Kalimantan"
Indonesia,Singkep Isl Apt
Indonesia,Singosari
Indonesia,Sintang
Indonesia,Sipora
Indonesia,Sleman
Indonesia,Slipi
Indonesia,Soekarno-Hatta Apt/Jakarta
Indonesia,Soengei Kolak
Indonesia,Solo City
Indonesia,Soroako
Indonesia,Sorong
Indonesia,Sragen
Indonesia,Steenkool
Indonesia,Suaran
Indonesia,Subaim
Indonesia,Subang
Indonesia,Sukabumi
Indonesia,Sukatani
Indonesia,Sukodono
Indonesia,Sukoharjo
Indonesia,Sukolilo
Indonesia,Sumatra
Indonesia,Sumbawa
Indonesia,Sumedang
Indonesia,Sumenep
Indonesia,"Sumenep, Madura"
Indonesia,Sundakelapa
Indonesia,"Sungai Gerong, Sumatra"
Indonesia,"Sungai Guntung, Sumatra"
Indonesia,"Sungai Pakning, Sumatra"
Indonesia,Sunter
Indonesia,Sunut
Indonesia,Surabaya
Indonesia,Surakarta
Indonesia,"Susoh, Sumatra"
Indonesia,Susu
Indonesia,Taboneo
Indonesia,Takengon
Indonesia,"Taliabu Island Apt, Moluccas"
Indonesia,Tambolaka
Indonesia,Tambora
Indonesia,Tambun
Indonesia,Tana Toraja
Indonesia,Tanah Grogot
Indonesia,Tanah Laut
Indonesia,Tanahabang
Indonesia,Tanahkuning
Indonesia,"Tanahmerah, Kalimantan"
Indonesia,Tandes
Indonesia,Tandjang
Indonesia,"Tandjung Batu, Riau"
Indonesia,Tangerang
Indonesia,Tangkiang
Indonesia,"Tanjung Bara, Kl"
Indonesia,Tanjung Buli
Indonesia,Tanjung Merangas
Indonesia,Tanjung Pandan
Indonesia,Tanjung Pemancingan
Indonesia,Tanjung Priok
Indonesia,Tanjung Santan
Indonesia,"Tanjung Sekong, Jv"
Indonesia,Tanjung Selor
Indonesia,Tanjung Uban
Indonesia,Tanjung Warukin
Indonesia,Tanjungbalai
Indonesia,Tanjungbatu
Indonesia,Tanjungmorawa
Indonesia,Tanjungpinang
Indonesia,Tanjunguban
Indonesia,"Tapaktuan, Sumatra"
Indonesia,Tarahan
Indonesia,"Tarakan, Kalimantan"
Indonesia,Tarjun
Indonesia,Tarutung
Indonesia,Tasikmalaya
Indonesia,Tawangsari
Indonesia,Tebingtinggi
Indonesia,"Tegal, Java"
Indonesia,Tegalalur
Indonesia,"Telok Ayer, Kalimantan"
Indonesia,Telok Melano
Indonesia,"Teluk Betung, Sumatra"
Indonesia,Telukbayur
Indonesia,Temanggung
Indonesia,Tembagapura
Indonesia,Tembilahan
Indonesia,Teminabuan
Indonesia,Teras
Indonesia,Terempa
Indonesia,"Ternate, Halmahera"
Indonesia,Timika
Indonesia,Tiom
Indonesia,Tobelo
Indonesia,Toboali
Indonesia,Tolitoli
Indonesia,Trenggalek
Indonesia,Trosobo
Indonesia,Tual
Indonesia,"Tuban, Jv"
Indonesia,Tulungagung
Indonesia,Tumbang Samba
Indonesia,Ubrub
Indonesia,Ubrug
Indonesia,Udang Natuna Terminal
Indonesia,"Ujung Pandang, Sulawesi"
Indonesia,Wagethe
Indonesia,Wahai
Indonesia,"Waingapu, Sumba"
Indonesia,Wainibe
Indonesia,Wajo
Indonesia,Wamena
Indonesia,Wamsasi
Indonesia,Wanaherang
Indonesia,Wanam
Indonesia,Waris
Indonesia,Waru
Indonesia,Warunggunung
Indonesia,Warungjambu
Indonesia,Wasior
Indonesia,Weda
Indonesia,Widuri
Indonesia,Wonogiri
Indonesia,Wonosari
Indonesia,Wonosobo
Indonesia,Wringinanom
Indonesia,Yogyakarta
Indonesia,Yuruf
Indonesia,Zugapa
Ireland,Abbeyfeale
Ireland,Abbeyleix
Ireland,Achonry
Ireland,Adare
Ireland,Aherla
Ireland,Alexandra Quay
Ireland,Alexandra Road Oil
Ireland,Annacarty
Ireland,Annacotty
Ireland,Annagassan
Ireland,Ardara
Ireland,Ardcath
Ireland,Ardee
Ireland,Ardfert
Ireland,Ardfinnan
Ireland,Ardmore
Ireland,Arklow
Ireland,Arklow Head (Ie009)
Ireland,Arthurstown
Ireland,Ashbourne
Ireland,Ashford
Ireland,Askeaton
Ireland,Athboy
Ireland,Athenry
Ireland,Athleague
Ireland,Athlone
Ireland,Athy
Ireland,Aughinish Island
Ireland,Aughrim
Ireland,Avoca
Ireland,B & I Ferryport
Ireland,B & I Terminal
Ireland,Bagenalstown
Ireland,Bailieborough
Ireland,Balbriggan
Ireland,Baldonnel
Ireland,Baldoyle
Ireland,Ballagh
Ireland,Ballaghaderreen
Ireland,Ballina
Ireland,Ballina
Ireland,Ballinakill
Ireland,Ballinamore
Ireland,Ballinasloe
Ireland,Ballincollig
Ireland,Ballindine
Ireland,Ballineen
Ireland,Ballinrobe
Ireland,Ballinskelligs
Ireland,Ballivor
Ireland,Ballon
Ireland,Ballsbridge
Ireland,Ballybay
Ireland,Ballybin
Ireland,Ballybofey
Ireland,Ballyboghil (Ballyboughal)
Ireland,Ballyboro
Ireland,Ballycollin
Ireland,Ballyconnell
Ireland,Ballycotton
Ireland,Ballydavid
Ireland,Ballydehob
Ireland,Ballydesmond
Ireland,Ballyfermot
Ireland,Ballygar
Ireland,Ballyhahil
Ireland,Ballyhaunis
Ireland,Ballyhoolahan
Ireland,Ballyjamesduff
Ireland,Ballylanders
Ireland,Ballymacarbry
Ireland,Ballymahon
Ireland,Ballymoney
Ireland,Ballymote
Ireland,Ballymount
Ireland,Ballymurray
Ireland,Ballynacargy
Ireland,Ballyragget
Ireland,Ballyshannon
Ireland,Ballyvaughan
Ireland,Ballyvourney
Ireland,Baltimore
Ireland,Baltinglass
Ireland,Banagher
Ireland,Bandon
Ireland,Bangor
Ireland,Bangor Erris
Ireland,Bantry
Ireland,Bantry Harbour
Ireland,Bawnboy
Ireland,Belfast
Ireland,Belmullet
Ireland,Belturbet
Ireland,Bettystown
Ireland,Birdhill
Ireland,Birr
Ireland,Bishops Village
Ireland,Blackrock
Ireland,Blackwater
Ireland,Blanchardstown
Ireland,Blarney
Ireland,Blessington
Ireland,Borris
Ireland,Borris in Ossory
Ireland,Borrisoleigh
Ireland,Boyle
Ireland,Bray
Ireland,Bree
Ireland,Bridge End
Ireland,Broadford
Ireland,Bruree
Ireland,Bunbeg
Ireland,Bunclody
Ireland,Buncrana
Ireland,Bunratty
Ireland,Burnfoot
Ireland,Burtonport
Ireland,Butlerstown
Ireland,Caher
Ireland,Cahir (An Chathair)
Ireland,Cahirciveen
Ireland,Callan
Ireland,Camolin
Ireland,Cappoquin
Ireland,Carlingford
Ireland,Carlow
Ireland,Carn
Ireland,Carndonagh
Ireland,Carrick
Ireland,Carrickcarnan
Ireland,Carrickmacross
Ireland,Carrickmines
Ireland,Carrick-on-Shannon
Ireland,Carrick-on-Suir
Ireland,Carrigaline
Ireland,Carrigans
Ireland,Carrigtohill
Ireland,Cashel
Ireland,Casteltownroche
Ireland,Castlebar
Ireland,Castlebellingham
Ireland,Castleblaney
Ireland,Castlecomer
Ireland,Castleconnell
Ireland,Castledermot
Ireland,Castlefinn
Ireland,Castleisland
Ireland,Castlemahon
Ireland,Castlemaine
Ireland,Castlenock
Ireland,Castlepollard
Ireland,Castlerea
Ireland,Castletown
Ireland,Castletown Bearhaven
Ireland,Causeway
Ireland,Cavan
